ID,Category,Latitude,Longitude
352,,44.849517,11.9668735
353,,44.8497283,11.9668678
354,,44.8499155,11.9668661
355,,44.8501472,11.9668542
356,,44.8503664,11.9668497
357,,44.8506,11.9668435
358,,44.8505106,11.9667825
359,,44.85029,11.9667811
360,,44.8500584,11.9667869
361,,44.8498024,11.9667966
362,,44.849565,11.9668017
363,,44.8493286,11.9668056
364,,44.8490756,11.9668116
365,,44.8488401,11.9668198
366,,44.8486064,11.9668288
367,,44.8483501,11.966825
368,,44.8481084,11.9668211
369,,44.8478811,11.9668259
370,,44.8476619,11.9668388
371,,44.8474493,11.9668468
372,,44.8474446,11.9674214
373,,44.8476128,11.967417
374,,44.8478162,11.9674182
375,,44.8480015,11.9674155
376,,44.8481932,11.967412
377,,44.8483876,11.9674081
378,,44.8485756,11.9673974
379,,44.84876,11.967403
380,,44.8489618,11.9673906
381,,44.8491488,11.9673788
382,,44.8493402,11.9673744
383,,44.8495552,11.9673652
384,,44.8497496,11.9673669
385,,44.8499634,11.9673558
386,,44.8501774,11.9673433
387,,44.8503876,11.9673406
388,,44.85046,11.967047
389,,44.8502617,11.9670544
390,,44.8500495,11.9670573
391,,44.8498388,11.9670588
392,,44.8496296,11.9670609
393,,44.8494116,11.9670737
394,,44.849222,11.9670698
395,,44.8490274,11.9670727
396,,44.8488142,11.9670678
397,,44.8486183,11.9670841
398,,44.8484207,11.967083
399,,44.8482087,11.9670816
400,,44.8480148,11.967087
401,,44.8478185,11.9670873
402,,44.8476029,11.9670941
403,,44.8474065,11.9671142
404,,44.847447,11.9673321
405,,44.8476561,11.9673224
406,,44.8478681,11.9673128
407,,44.848091,11.9673093
408,,44.8483104,11.9673138
409,,44.8485232,11.9673027
410,,44.8487553,11.9672954
411,,44.8489725,11.9672879
412,,44.8491995,11.9672784
413,,44.8494005,11.9672746
414,,44.8496041,11.9672681
415,,44.84983,11.967265
416,,44.8500408,11.9672538
417,,44.8502523,11.9672466
418,,44.8504847,11.9672362
419,,44.8503962,11.9674665
420,,44.8502021,11.9674605
421,,44.8499962,11.9674726
422,,44.8498031,11.9674758
423,,44.849608,11.9674721
424,,44.8494049,11.9674881
425,,44.8492179,11.9675099
426,,44.8490329,11.9675136
427,,44.848824,11.9675125
428,,44.848627,11.9675132
429,,44.8483629,11.9675241
430,,44.8481673,11.9675246
431,,44.8479711,11.9675333
432,,44.8477608,11.9675405
433,,44.8475691,11.9675393
434,,44.8475787,11.9678399
435,,44.8477869,11.9678421
436,,44.8479802,11.9678381
437,,44.8481709,11.9678249
438,,44.8483866,11.967819
439,,44.8485854,11.9678146
440,,44.8487771,11.9678085
441,,44.8489843,11.967811
442,,44.8491788,11.9678035
443,,44.8493739,11.967789
444,,44.8495799,11.9677885
445,,44.8497748,11.9677838
446,,44.8499773,11.9677758
447,,44.8501976,11.9677697
448,,44.8504018,11.9677622
449,,44.8504578,11.967171
450,,44.850262,11.9671746
451,,44.8500651,11.9671879
452,,44.8498562,11.9672
453,,44.8496939,11.9671636
454,,44.8497907,11.9672592
455,,44.8500554,11.9672727
456,,44.8504851,11.9671421
457,,44.8502495,11.9671458
458,,44.8499923,11.9671498
459,,44.8497497,11.9671546
460,,44.8495083,11.9671649
461,,44.8492555,11.9671756
462,,44.8490332,11.9671807
463,,44.8488047,11.967181
464,,44.8485695,11.9671779
465,,44.8483426,11.9671823
466,,44.8480968,11.9671835
467,,44.8478653,11.9671915
468,,44.8476458,11.9671863
469,,44.8474293,11.9672899
470,,44.8476728,11.967283
471,,44.8479133,11.9672685
472,,44.8481539,11.9672617
473,,44.8484165,11.9672612
474,,44.848658,11.9672509
475,,44.8488982,11.9672437
476,,44.8491564,11.9672385
477,,44.8493995,11.967235
478,,44.8496451,11.9672285
479,,44.850041,11.9672207
480,,44.8504264,11.9675634
481,,44.8502022,11.9675706
482,,44.8499671,11.9675829
483,,44.84972,11.9675777
484,,44.84949,11.96759
485,,44.849261,11.9675913
486,,44.8490197,11.9675989
487,,44.8487912,11.9676023
488,,44.8485512,11.9676087
489,,44.8483254,11.9676169
490,,44.8481002,11.9676203
491,,44.8478575,11.9676249
492,,44.8476301,11.9676327
493,,44.8474068,11.9676402
494,,44.8475265,11.9677698
495,,44.8477403,11.9677556
496,,44.8479746,11.9677449
497,,44.8481948,11.9677453
498,,44.8484139,11.967739
499,,44.8486448,11.9677334
500,,44.8488602,11.9677246
501,,44.8490761,11.9677202
502,,44.8493083,11.9677068
503,,44.849527,11.9676976
504,,44.849746,11.9676949
505,,44.849976,11.9676875
506,,44.8501985,11.9676863
507,,44.8503588,11.9676819
508,,44.850406,11.9676407
509,,44.8501899,11.9676527
510,,44.8499656,11.9676538
511,,44.8497344,11.9676685
512,,44.8495116,11.9676743
513,,44.8492875,11.967673
514,,44.8490904,11.96768
515,,44.8488849,11.9676831
516,,44.8486714,11.9676861
517,,44.8484731,11.9676893
518,,44.8482733,11.9676929
519,,44.8480555,11.9676936
520,,44.847855,11.9676966
521,,44.8476583,11.967706
522,,44.8474381,11.9677211
523,,44.8474009,11.9683242
524,,44.8476058,11.968325
525,,44.8477789,11.9683205
526,,44.8479551,11.9683112
527,,44.8481459,11.9683092
528,,44.8483206,11.9683058
529,,44.8484835,11.9682996
530,,44.8486487,11.9682939
531,,44.848809,11.968287
532,,44.8489699,11.9682922
533,,44.849147,11.9682886
534,,44.8493232,11.968292
535,,44.8494967,11.9682896
536,,44.8496807,11.9682856
537,,44.8498491,11.9682879
538,,44.8500342,11.9682817
539,,44.8502082,11.9682827
540,,44.8503765,11.9682652
541,,44.8504,11.9678771
542,,44.8503094,11.9678906
543,,44.8501264,11.9678959
544,,44.84995,11.9679034
545,,44.8497842,11.9679004
546,,44.8496,11.9679026
547,,44.8494119,11.9679141
548,,44.8492089,11.9679225
549,,44.8490083,11.9679282
550,,44.8488186,11.9679288
551,,44.8486191,11.9679356
552,,44.8484277,11.9679417
553,,44.848235,11.9679451
554,,44.8480496,11.967952
555,,44.8478976,11.9679572
556,,44.8477447,11.9679596
557,,44.8475773,11.9679672
558,,44.8474212,11.9679726
559,,44.8474888,11.9682409
560,,44.8476766,11.968222
561,,44.847831,11.9682239
562,,44.8479913,11.9682181
563,,44.8481472,11.9682152
564,,44.8482956,11.9682087
565,,44.8484647,11.9682041
566,,44.8486266,11.968208
567,,44.8487831,11.9682128
568,,44.8489389,11.9682185
569,,44.8490899,11.9682115
570,,44.8492323,11.9682105
571,,44.8493898,11.9682011
572,,44.849537,11.9682007
573,,44.849681,11.9681951
574,,44.8498451,11.9681877
575,,44.8499966,11.9681864
576,,44.8501606,11.9681921
577,,44.8503164,11.9681902
578,,44.8502976,11.9679801
579,,44.8501024,11.9679869
580,,44.8498934,11.96799
581,,44.8496989,11.9679904
582,,44.8494986,11.9679922
583,,44.8492867,11.968001
584,,44.8490889,11.9680076
585,,44.8489009,11.9680139
586,,44.8487059,11.9680253
587,,44.8485231,11.9680288
588,,44.8483626,11.9680298
589,,44.8481925,11.9680355
590,,44.8480338,11.9680422
591,,44.8478748,11.9680469
592,,44.8476945,11.9680498
593,,44.847525,11.9680585
594,,44.8474649,11.9681795
595,,44.847521,11.9681395
596,,44.8476949,11.968132
597,,44.8478828,11.9681311
598,,44.8480622,11.968124
599,,44.848231,11.9681173
600,,44.8484046,11.9680907
601,,44.8486141,11.9680836
602,,44.8488143,11.968077
603,,44.8490225,11.9680664
604,,44.8492272,11.9680624
605,,44.8494273,11.9680566
606,,44.8496442,11.9680542
607,,44.8498339,11.9680495
608,,44.8500197,11.9680509
609,,44.8502174,11.9680458
610,,44.8504066,11.9680414
611,,44.8502407,11.968441
612,,44.8500653,11.9684439
613,,44.8499021,11.9684466
614,,44.849736,11.9684516
615,,44.8495602,11.9684565
616,,44.8493797,11.9684545
617,,44.849196,11.9684581
618,,44.8489492,11.968456
619,,44.8488426,11.9684568
620,,44.8487295,11.968463
621,,44.8485914,11.9684614
622,,44.8484499,11.9684597
623,,44.8483088,11.9684616
624,,44.8481635,11.968469
625,,44.8480404,11.9684638
626,,44.8478874,11.9684679
627,,44.8477375,11.968473
628,,44.8475938,11.968493
629,,44.8476826,11.968193
630,,44.8479898,11.9681886
631,,44.8482617,11.9681826
632,,44.8484697,11.9681739
633,,44.8486758,11.9681716
634,,44.8488727,11.9681682
635,,44.8490728,11.9681593
636,,44.8492836,11.9681544
637,,44.8494867,11.9681529
638,,44.8496949,11.9681429
639,,44.8499099,11.9681343
640,,44.8501132,11.9681344
641,,44.8503189,11.9681322
642,,44.8501286,11.9687787
643,,44.8499507,11.9687859
644,,44.8497587,11.9687785
645,,44.8495547,11.9687864
646,,44.8493679,11.9687813
647,,44.8491838,11.9687858
648,,44.8490008,11.9687866
649,,44.8488322,11.9687962
650,,44.8486457,11.9687874
651,,44.8484538,11.9687942
652,,44.8482737,11.9687911
653,,44.8481103,11.9688016
654,,44.8479165,11.9687978
655,,44.8477384,11.9687969
656,,44.8475622,11.9688015
657,,44.8475152,11.9685733
658,,44.8476678,11.9685512
659,,44.8478315,11.9685444
660,,44.8480018,11.968542
661,,44.848163,11.9685396
662,,44.8483252,11.9685402
663,,44.8484981,11.968533
664,,44.8486606,11.9685247
665,,44.8488239,11.9685352
666,,44.8489936,11.9685369
667,,44.8491662,11.9685384
668,,44.8493347,11.9685262
669,,44.8495206,11.9685313
670,,44.849691,11.9685321
671,,44.8498597,11.9685289
672,,44.8500562,11.9685269
673,,44.8502474,11.9685209
674,,44.8503384,11.9685964
675,,44.8501567,11.96869
676,,44.8499555,11.9687016
677,,44.8497539,11.9687015
678,,44.8495699,11.9687071
679,,44.8493784,11.9687071
680,,44.8492005,11.9687104
681,,44.849019,11.9687091
682,,44.8488276,11.9687171
683,,44.8486428,11.9687042
684,,44.8484647,11.9687121
685,,44.8482648,11.9687091
686,,44.8480852,11.9687163
687,,44.847912,11.9687212
688,,44.8477176,11.9687245
689,,44.8475321,11.9687179
690,,44.8473995,11.9686472
691,,44.8475807,11.9686342
692,,44.8477715,11.9686232
693,,44.847976,11.9686189
694,,44.8481687,11.9686208
695,,44.8483694,11.9686143
696,,44.8485577,11.9686079
697,,44.8487634,11.9686087
698,,44.8489084,11.968615
699,,44.8490853,11.9686202
700,,44.8492762,11.9686097
701,,44.8494588,11.9686105
702,,44.8496329,11.9686083
703,,44.8498242,11.9686143
704,,44.8500029,11.9686091
705,,44.8501874,11.9686037
706,,44.85009,11.9692332
707,,44.8499073,11.9692435
708,,44.8497339,11.9692425
709,,44.8495581,11.969248
710,,44.8493687,11.9692394
711,,44.849198,11.9692394
712,,44.8490252,11.9692398
713,,44.8488367,11.969235
714,,44.8486515,11.9692336
715,,44.8484612,11.9692391
716,,44.848203,11.9692375
717,,44.8479902,11.969242
718,,44.8477795,11.9692456
719,,44.8475558,11.9692388
720,,44.8474262,11.9692372
721,,44.8475457,11.9689252
722,,44.8477534,11.9689152
723,,44.8479444,11.9689079
724,,44.848134,11.9689052
725,,44.848341,11.9689105
726,,44.8485296,11.9689073
727,,44.848724,11.9689033
728,,44.8489031,11.9689007
729,,44.8490794,11.9688979
730,,44.8492571,11.968901
731,,44.8494464,11.9689002
732,,44.8496153,11.9688951
733,,44.8497974,11.9688934
734,,44.8499912,11.9688977
735,,44.85017,11.9688991
736,,44.8502031,11.9691248
737,,44.8500271,11.9691296
738,,44.8498401,11.9691368
739,,44.8496495,11.9691412
740,,44.8494668,11.9691447
741,,44.8492705,11.9691413
742,,44.8490876,11.9691523
743,,44.8489432,11.9691458
744,,44.8487801,11.9691475
745,,44.8486175,11.9691416
746,,44.8484191,11.9691469
747,,44.8482271,11.969148
748,,44.8480321,11.9691505
749,,44.8478223,11.9691476
750,,44.8476256,11.9691595
751,,44.8474349,11.9691641
752,,44.8474159,11.9690161
753,,44.8475898,11.9690087
754,,44.8477913,11.9690065
755,,44.8479959,11.969014
756,,44.8482159,11.9690124
757,,44.8484192,11.9690071
758,,44.8486242,11.9690085
759,,44.8488382,11.9689998
760,,44.8490458,11.9689998
761,,44.8492376,11.9689905
762,,44.8494438,11.9689887
763,,44.8496366,11.968989
764,,44.8498299,11.9689844
765,,44.8500359,11.9689818
766,,44.8502306,11.968982
767,,44.850185,11.9690788
768,,44.8499562,11.9690803
769,,44.8497547,11.9690861
770,,44.8495498,11.969091
771,,44.849321,11.9690749
772,,44.8491139,11.9690756
773,,44.8488885,11.9690774
774,,44.8486714,11.9690785
775,,44.8484634,11.9690754
776,,44.8482252,11.9690838
777,,44.8479703,11.9690863
778,,44.8477324,11.9690938
779,,44.8474701,11.9690914
780,,44.8475477,11.9696849
781,,44.8477349,11.9696834
782,,44.8479213,11.9696832
783,,44.8481221,11.9696771
784,,44.8483154,11.9696761
785,,44.848514,11.9696708
786,,44.8487596,11.9696813
787,,44.8489829,11.9696782
788,,44.8492043,11.969673
789,,44.8494387,11.9696645
790,,44.8496537,11.9696615
791,,44.8498733,11.969661
792,,44.8501643,11.9693423
793,,44.8499817,11.9693392
794,,44.8497638,11.9693357
795,,44.8495726,11.969342
796,,44.8493729,11.9693472
797,,44.8491945,11.969352
798,,44.8490053,11.9693614
799,,44.8488028,11.9693654
800,,44.848603,11.9693585
801,,44.8483959,11.9693586
802,,44.8481789,11.9693608
803,,44.8479688,11.9693594
804,,44.8477714,11.9693652
805,,44.8475743,11.9693632
806,,44.8475157,11.9694571
807,,44.8477135,11.9694527
808,,44.8479202,11.9694491
809,,44.8481122,11.9694464
810,,44.8482963,11.9694541
811,,44.8484784,11.9694464
812,,44.8486584,11.9694393
813,,44.8488476,11.969437
814,,44.8490366,11.9694261
815,,44.849222,11.9694289
816,,44.8493983,11.9694272
817,,44.8495848,11.969421
818,,44.8497657,11.9694208
819,,44.8499456,11.9694183
820,,44.8501319,11.9694144
821,,44.8500481,11.9701133
822,,44.8499465,11.9700973
823,,44.8497603,11.9700997
824,,44.8495767,11.9701106
825,,44.8493793,11.9701157
826,,44.8491966,11.9701187
827,,44.8490104,11.9701223
828,,44.8488093,11.9701234
829,,44.8486141,11.9701204
830,,44.848422,11.9701163
831,,44.8482144,11.9701108
832,,44.8480257,11.9701214
833,,44.8478341,11.9701186
834,,44.8476329,11.9701232
835,,44.8474434,11.9701336
836,,44.8474758,11.9698099
837,,44.8476712,11.9697918
838,,44.8478471,11.9697983
839,,44.8480177,11.9697973
840,,44.848207,11.9697924
841,,44.8483846,11.9697908
842,,44.8485709,11.9697931
843,,44.8487885,11.9697921
844,,44.8489828,11.9697879
845,,44.8491854,11.9697826
846,,44.849394,11.9697856
847,,44.8495767,11.9697863
848,,44.8497723,11.9697849
849,,44.8499785,11.9697798
850,,44.8500779,11.96952
851,,44.8498748,11.9695179
852,,44.8496841,11.969517
853,,44.8494954,11.9695248
854,,44.8493,11.9695344
855,,44.8491085,11.9695335
856,,44.8489116,11.9695326
857,,44.848707,11.9695294
858,,44.8485265,11.9695339
859,,44.8483378,11.9695328
860,,44.8481376,11.9695372
861,,44.8479516,11.9695417
862,,44.8477593,11.9695504
863,,44.847553,11.9695433
864,,44.8475981,11.9696269
865,,44.8477998,11.9696268
866,,44.8480125,11.9696231
867,,44.8482394,11.9696096
868,,44.8484503,11.9696091
869,,44.8486829,11.9696085
870,,44.8489331,11.9696071
871,,44.8491611,11.9696031
872,,44.8493915,11.9696034
873,,44.849631,11.9696046
874,,44.8498436,11.9696077
875,,44.8500606,11.9695997
876,,44.8499858,11.9698813
877,,44.8497956,11.9698882
878,,44.8496044,11.9698891
879,,44.8494147,11.9698981
880,,44.8492104,11.969891
881,,44.8490175,11.9698917
882,,44.8488284,11.9698855
883,,44.8486257,11.969882
884,,44.848433,11.9698827
885,,44.8482421,11.96988
886,,44.8480425,11.9698777
887,,44.8478583,11.9698859
888,,44.8476698,11.9699006
889,,44.8474607,11.969894
890,,44.8474919,11.969979
891,,44.8476855,11.9699782
892,,44.8478684,11.9699728
893,,44.8480592,11.969969
894,,44.84826,11.9699694
895,,44.848445,11.9699626
896,,44.8486319,11.9699618
897,,44.8488394,11.9699621
898,,44.849055,11.9699561
899,,44.8492684,11.96996
900,,44.8494806,11.9699549
901,,44.8496925,11.9699513
902,,44.849917,11.9699577
903,,44.8499986,11.9700136
904,,44.8498045,11.9700194
905,,44.8496011,11.9700199
906,,44.8493808,11.9700207
907,,44.8491809,11.9700231
908,,44.8489763,11.9700264
909,,44.848763,11.9700268
910,,44.848563,11.9700289
911,,44.8483655,11.9700343
912,,44.8481525,11.9700322
913,,44.8479523,11.9700314
914,,44.8477481,11.9700346
915,,44.8475332,11.9700437
916,,44.8474013,11.9703738
917,,44.8474071,11.9705916
918,,44.8475499,11.970551
919,,44.847733,11.9705536
920,,44.8479181,11.9705503
921,,44.8481184,11.9705514
922,,44.8482901,11.9705482
923,,44.8484589,11.9705462
924,,44.8486438,11.9705423
925,,44.8488245,11.9705397
926,,44.8490291,11.970541
927,,44.8492152,11.9705352
928,,44.8494031,11.9705305
929,,44.8496042,11.9705258
930,,44.8498038,11.9705273
931,,44.850016,11.9702722
932,,44.8498816,11.9702181
933,,44.8496812,11.9702214
934,,44.8494706,11.9702251
935,,44.8492741,11.9702291
936,,44.8490636,11.9702351
937,,44.8488611,11.9702299
938,,44.8486622,11.9702326
939,,44.8484663,11.9702373
940,,44.8482816,11.9702367
941,,44.8480935,11.9702401
942,,44.8479025,11.9702454
943,,44.8477167,11.9702394
